Data name,Time,Profit,Feasibility
instance443.txt,0.0009171962738037109,-39970,True
instance912.txt,0.0005424022674560547,-72420,True
instance515.txt,0.0005311965942382812,-110390,True
instance473.txt,0.0006127357482910156,-96080,True
instance669.txt,0.0005784034729003906,15900,True
instance194.txt,0.0005638599395751953,-19990,True
instance466.txt,0.0005536079406738281,-68780,True
instance449.txt,0.0005211830139160156,-7720,True
instance806.txt,0.0005640983581542969,-8200,True
instance929.txt,0.0005042552947998047,-56100,True
instance118.txt,0.0005545616149902344,75270,True
instance83.txt,0.0005655288696289062,34280,True
instance829.txt,0.0005261898040771484,42180,True
instance838.txt,0.0006616115570068359,-92590,True
instance229.txt,0.0005004405975341797,15690,True
instance954.txt,0.00048828125,-56630,True
instance162.txt,0.0005450248718261719,35250,True
instance560.txt,0.0005292892456054688,20530,True
instance155.txt,0.0008804798126220703,37770,True
instance397.txt,0.0008678436279296875,-18820,True
instance779.txt,0.0008652210235595703,79300,True
instance175.txt,0.0008220672607421875,25420,True
instance154.txt,0.0008342266082763672,-6600,True
instance324.txt,0.0009036064147949219,-80080,True
instance81.txt,0.0005793571472167969,-3430,True
instance641.txt,0.0005209445953369141,29100,True
instance494.txt,0.0005433559417724609,-13480,True
instance888.txt,0.0005877017974853516,-79290,True
instance95.txt,0.0005409717559814453,19960,True
instance710.txt,0.0005939006805419922,61700,True
instance218.txt,0.0005922317504882812,2820,True
instance690.txt,0.0005235671997070312,58900,True
instance478.txt,0.0008969306945800781,-29250,True
instance526.txt,0.0006806850433349609,-60190,True
instance585.txt,0.0006315708160400391,29770,True
instance480.txt,0.0007870197296142578,5810,True
instance894.txt,0.0006115436553955078,-49210,True
instance524.txt,0.0005803108215332031,-41130,True
instance309.txt,0.0006060600280761719,46150,True
instance854.txt,0.0005745887756347656,-30000,True
instance631.txt,0.0007045269012451172,32100,True
instance56.txt,0.0005826950073242188,-18990,True
instance256.txt,0.0005457401275634766,-56550,True
instance604.txt,0.0005950927734375,13100,True
instance495.txt,0.0006301403045654297,-86180,True
instance383.txt,0.0005195140838623047,-24270,True
instance975.txt,0.0004904270172119141,-69250,True
instance538.txt,0.0005223751068115234,-19060,True
instance421.txt,0.0004971027374267578,25760,True
instance692.txt,0.0005238056182861328,59000,True
instance635.txt,0.0005371570587158203,41900,True
instance497.txt,0.0004870891571044922,-9260,True
instance684.txt,0.0004906654357910156,60400,True
instance435.txt,0.0005831718444824219,-12700,True
instance542.txt,0.0005307197570800781,-129320,True
instance231.txt,0.0005466938018798828,-22680,True
instance469.txt,0.0005402565002441406,48120,True
instance568.txt,0.0005753040313720703,14440,True
instance493.txt,0.0005512237548828125,-65280,True
instance368.txt,0.0005857944488525391,-35060,True
instance902.txt,0.0006206035614013672,-48490,True
instance140.txt,0.0005550384521484375,-9750,True
instance714.txt,0.0005717277526855469,55000,True
instance577.txt,0.00087738037109375,-23970,True
instance305.txt,0.0009527206420898438,-12910,True
instance359.txt,0.0008461475372314453,-13030,True
instance372.txt,0.0008702278137207031,-78970,True
instance782.txt,0.0009481906890869141,41700,True
instance352.txt,0.0006387233734130859,-68990,True
instance476.txt,0.0005881786346435547,-50070,True
instance866.txt,0.0005266666412353516,-61660,True
instance957.txt,0.0005724430084228516,-45870,True
instance146.txt,0.0006504058837890625,21760,True
instance982.txt,0.0005452632904052734,-25280,True
instance166.txt,0.0006437301635742188,5590,True
instance989.txt,0.0006084442138671875,-141670,True
instance257.txt,0.000732421875,-30560,True
instance618.txt,0.0006575584411621094,39400,True
instance341.txt,0.0007138252258300781,12660,True
instance553.txt,0.0006425380706787109,-63030,True
instance644.txt,0.0005826950073242188,8400,True
instance403.txt,0.0006532669067382812,13160,True
instance569.txt,0.0006060600280761719,-125920,True
instance201.txt,0.0005543231964111328,7600,True
instance886.txt,0.0005285739898681641,-59330,True
instance601.txt,0.0006060600280761719,33300,True
instance144.txt,0.0005800724029541016,-7230,True
instance170.txt,0.0008227825164794922,7230,True
instance312.txt,0.0009076595306396484,-111690,True
instance323.txt,0.0008714199066162109,-67190,True
instance89.txt,0.000850677490234375,68360,True
instance63.txt,0.0009729862213134766,49310,True
instance250.txt,0.0008280277252197266,-59800,True
instance834.txt,0.0007970333099365234,-42970,True
instance47.txt,0.0007839202880859375,-20720,True
instance9.txt,0.0005936622619628906,-22410,True
instance129.txt,0.0005376338958740234,-44010,True
instance676.txt,0.0005431175231933594,40900,True
instance627.txt,0.0006115436553955078,54600,True
instance839.txt,0.0005156993865966797,-22290,True
instance280.txt,0.0005640983581542969,-74780,True
instance865.txt,0.0005385875701904297,-64990,True
instance227.txt,0.0008490085601806641,-32600,True
instance202.txt,0.0005424022674560547,-115240,True
instance621.txt,0.0005397796630859375,27400,True
instance79.txt,0.0006296634674072266,-8300,True
instance44.txt,0.0007073879241943359,-2080,True
instance370.txt,0.0006060600280761719,-76090,True
instance268.txt,0.0005931854248046875,-41370,True
instance137.txt,0.0005505084991455078,55820,True
instance941.txt,0.0005223751068115234,-76670,True
instance898.txt,0.0008599758148193359,-17880,True
instance837.txt,0.0006735324859619141,-52940,True
instance14.txt,0.0006747245788574219,26390,True
instance119.txt,0.0006432533264160156,-28660,True
instance537.txt,0.0009484291076660156,-134360,True
instance339.txt,0.0006113052368164062,-147110,True
instance36.txt,0.0005981922149658203,24300,True
instance733.txt,0.00054931640625,39200,True
instance259.txt,0.0005910396575927734,-73090,True
instance299.txt,0.0005629062652587891,-119490,True
instance423.txt,0.0005691051483154297,-61250,True
instance744.txt,0.0006239414215087891,25600,True
